	begindag	beginjaar	beginmaand	einddag	eindjaar	eindmaand	id	idcollege	idfunctie	idregent	lokaal	old_id	old_idcollege	old_idfunctie	old_idregent	opmerkingen	periode	provinciaal	regio	stand	vertegenwoordigend
3287		1755.0			1778		3593	72.0	28	281.0		republiek_3593	republiek_72.0	republiek_28	republiek_281		1				1
3288		1737.0			1748		3594	72.0	28	272.0		republiek_3594	republiek_72.0	republiek_28	republiek_272		1				1
3289		1614.0			1637		3595	72.0	28	1104.0		republiek_3595	republiek_72.0	republiek_28	republiek_1104		1				1
3290		1588.0			1618		3596	72.0	28	1096.0		republiek_3596	republiek_72.0	republiek_28	republiek_1096		1				1
3291		1607.0			1637		3597	72.0	28	1097.0		republiek_3597	republiek_72.0	republiek_28	republiek_1097		1				1
3292		1680.0			1694		3598	72.0	28	1098.0		republiek_3598	republiek_72.0	republiek_28	republiek_1098		1				1
3293		1695.0			1730		3599	72.0	28	1099.0		republiek_3599	republiek_72.0	republiek_28	republiek_1099		1				1
3294		1602.0			1618		3600	72.0	28	1100.0		republiek_3600	republiek_72.0	republiek_28	republiek_1100		1				1
3295		1583.0			1611		3601	72.0	28	1101.0		republiek_3601	republiek_72.0	republiek_28	republiek_1101		0				1
3296		1575.0			1604		3602	76.0	28	1112.0		republiek_3602	republiek_76.0	republiek_28	republiek_1112		0				1
3297		1710.0			1728		3603	72.0	28	1103.0		republiek_3603	republiek_72.0	republiek_28	republiek_1103		1				1
3298		1704.0			1729		3604	72.0	28	1093.0		republiek_3604	republiek_72.0	republiek_28	republiek_1093		1				1
3299		1583.0			1603		3605	72.0	28	1105.0		republiek_3605	republiek_72.0	republiek_28	republiek_1105		0				1
3300		1694.0			1708		3606	71.0	28	1106.0		republiek_3606	republiek_71.0	republiek_28	republiek_1106		1				1
3301		1637.0			1685		3607	77.0	28	1107.0		republiek_3607	republiek_77.0	republiek_28	republiek_1107		1				1
3302		1712.0			1730		3608	71.0	28	1108.0		republiek_3608	republiek_71.0	republiek_28	republiek_1108		1				1
3303							3609	71.0	28	1109.0		republiek_3609	republiek_71.0	republiek_28	republiek_1109		1				1
3304		1619.0			1655		3610	73.0	28	1110.0		republiek_3610	republiek_73.0	republiek_28	republiek_1110		1				1
3305		1618.0			1622		3611	77.0	28	662.0		republiek_3611	republiek_77.0	republiek_28	republiek_662		1				1
3306		1606.0			1634		3612	72.0	28	1102.0		republiek_3612	republiek_72.0	republiek_28	republiek_1102		1				1
3307		1660.0			1698		3613	72.0	28	1085.0		republiek_3613	republiek_72.0	republiek_28	republiek_1085		1				1
3308		1637.0			1671		3614	78.0	28	1061.0		republiek_3614	republiek_78.0	republiek_28	republiek_1061		1				1
3309		1681.0			1709		3615	75.0	28	1063.0		republiek_3615	republiek_75.0	republiek_28	republiek_1063		1				1
3310		1626.0			1655		3616	78.0	28	1072.0		republiek_3616	republiek_78.0	republiek_28	republiek_1072		1				1
3311					1734		3617	78.0	28	1078.0		republiek_3617	republiek_78.0	republiek_28	republiek_1078		1				1
3312		1667.0			1684		3618	76.0	28	1079.0		republiek_3618	republiek_76.0	republiek_28	republiek_1079		1				1
3313		1618.0			1649		3619	72.0	28	1081.0		republiek_3619	republiek_72.0	republiek_28	republiek_1081		1				1
3314		1583.0			1605		3620	72.0	28	1082.0		republiek_3620	republiek_72.0	republiek_28	republiek_1082		0				1
3315		1693.0			1728		3621	72.0	28	1095.0		republiek_3621	republiek_72.0	republiek_28	republiek_1095		1				1
3316		1658.0			1668		3622	72.0	28	1084.0		republiek_3622	republiek_72.0	republiek_28	republiek_1084		1				1
3317		1662.0			1679		3623	72.0	28	1094.0		republiek_3623	republiek_72.0	republiek_28	republiek_1094		1				1
3318		1696.0			1707		3624	72.0	28	1086.0		republiek_3624	republiek_72.0	republiek_28	republiek_1086		1				1
3319		1729.0			1740		3625	72.0	28	1087.0		republiek_3625	republiek_72.0	republiek_28	republiek_1087		1				1
3320		1618.0			1657		3626	72.0	28	1088.0		republiek_3626	republiek_72.0	republiek_28	republiek_1088		1				1
3321		1685.0			1703		3627	72.0	28	1089.0		republiek_3627	republiek_72.0	republiek_28	republiek_1089		1				1
3322		1656.0			1678		3628	72.0	28	1090.0		republiek_3628	republiek_72.0	republiek_28	republiek_1090		1				1
3323		1682.0			1719		3629	72.0	28	1091.0		republiek_3629	republiek_72.0	republiek_28	republiek_1091		1				1
3324		1629.0			1655		3631	72.0	28	1083.0		republiek_3631	republiek_72.0	republiek_28	republiek_1083		1				1
3325		1639.0					3632	83.0	28	1150.0		republiek_3632	republiek_83.0	republiek_28	republiek_1150		1				1
3326		1622.0			1661		3633	83.0	28	1142.0		republiek_3633	republiek_83.0	republiek_28	republiek_1142		1				1
3327		1624.0			1653		3634	83.0	28	1143.0		republiek_3634	republiek_83.0	republiek_28	republiek_1143		1				1
3328		1631.0			1648		3635	83.0	28	1144.0		republiek_3635	republiek_83.0	republiek_28	republiek_1144		1				1
3329		1626.0			1652		3636	83.0	28	1145.0		republiek_3636	republiek_83.0	republiek_28	republiek_1145		1				1
3330		1607.0			1641		3637	83.0	28	1146.0		republiek_3637	republiek_83.0	republiek_28	republiek_1146		1				1
3331		1626.0					3638	83.0	28	1147.0		republiek_3638	republiek_83.0	republiek_28	republiek_1147		1				1
3332		1633.0			1660		3640	83.0	28	1149.0		republiek_3640	republiek_83.0	republiek_28	republiek_1149		1				1
3333		1618.0					3641	83.0	28	1139.0		republiek_3641	republiek_83.0	republiek_28	republiek_1139		1				1
3334		1648.0					3642	83.0	28	1151.0		republiek_3642	republiek_83.0	republiek_28	republiek_1151		1				1
3335		1658.0			1675		3643	83.0	28	1152.0		republiek_3643	republiek_83.0	republiek_28	republiek_1152		1				1
3336		1653.0			1670		3644	83.0	28	1153.0		republiek_3644	republiek_83.0	republiek_28	republiek_1153		1				1
3337		1667.0			1672		3645	83.0	28	1154.0		republiek_3645	republiek_83.0	republiek_28	republiek_1154		1				1
3338		1672.0					3646	83.0	28	1155.0		republiek_3646	republiek_83.0	republiek_28	republiek_1155		1				1
3339		1669.0			1684		3647	88.0	28	1156.0		republiek_3647	republiek_88.0	republiek_28	republiek_1156		1				1
3340		1667.0			1672		3648	87.0	28	1157.0		republiek_3648	republiek_87.0	republiek_28	republiek_1157		1				1
3341		1618.0			1652		3649	83.0	28	1148.0		republiek_3649	republiek_83.0	republiek_28	republiek_1148		1				1
3342		1594.0			1610		3650	83.0	28	1132.0		republiek_3650	republiek_83.0	republiek_28	republiek_1132		1				1
3343		1576.0			1621		3651	73.0	28	1115.0		republiek_3651	republiek_73.0	republiek_28	republiek_1115		0				1
3344		1594.0			1608		3652	73.0	28	1116.0		republiek_3652	republiek_73.0	republiek_28	republiek_1116		1				1
3345		1683.0			1708		3653	83.0	28	1120.0		republiek_3653	republiek_83.0	republiek_28	republiek_1120		1				1
3346		1707.0			1717		3654	83.0	28	1121.0		republiek_3654	republiek_83.0	republiek_28	republiek_1121		1				1
3347		1709.0			1735		3655	83.0	28	1125.0		republiek_3655	republiek_83.0	republiek_28	republiek_1125		1				1
3348		1720.0			1748		3656	83.0	28	1126.0		republiek_3656	republiek_83.0	republiek_28	republiek_1126		1				1
3349		1594.0			1618		3657	83.0	28	1129.0		republiek_3657	republiek_83.0	republiek_28	republiek_1129		1				1
3350		1618.0					3658	83.0	28	1141.0		republiek_3658	republiek_83.0	republiek_28	republiek_1141		1				1
3351		1579.0			1606		3659	83.0	28	1131.0		republiek_3659	republiek_83.0	republiek_28	republiek_1131		0				1
3352		1618.0					3660	83.0	28	1140.0		republiek_3660	republiek_83.0	republiek_28	republiek_1140		1				1
3353		1600.0			1658		3661	83.0	28	1133.0		republiek_3661	republiek_83.0	republiek_28	republiek_1133		1				1
3354		1607.0			1612		3662	83.0	28	1134.0		republiek_3662	republiek_83.0	republiek_28	republiek_1134		1				1
3355		1596.0			1618		3663	83.0	28	1135.0		republiek_3663	republiek_83.0	republiek_28	republiek_1135		1				1
3356		1603.0			1618		3664	83.0	28	1136.0		republiek_3664	republiek_83.0	republiek_28	republiek_1136		1				1
3357		1613.0			1623		3665	83.0	28	1137.0		republiek_3665	republiek_83.0	republiek_28	republiek_1137		1				1
3358		1618.0			1624		3666	83.0	28	1138.0		republiek_3666	republiek_83.0	republiek_28	republiek_1138		1				1
3359		1690.0			1702		3667	83.0	28	1057.0		republiek_3667	republiek_83.0	republiek_28	republiek_1057		1				1
3360		1585.0			1622		3668	83.0	28	1130.0		republiek_3668	republiek_83.0	republiek_28	republiek_1130		0				1
3361		1679.0			1727		3669	81.0	28	1003.0		republiek_3669	republiek_81.0	republiek_28	republiek_1003		1				1
3362		1642.0			1652		3670	81.0	28	993.0		republiek_3670	republiek_81.0	republiek_28	republiek_993		1				1
3363		1637.0			1658		3671	81.0	28	994.0		republiek_3671	republiek_81.0	republiek_28	republiek_994		1				1
3364		1649.0			1672		3672	81.0	28	995.0		republiek_3672	republiek_81.0	republiek_28	republiek_995		1				1
3365		1650.0			1672		3673	81.0	28	996.0		republiek_3673	republiek_81.0	republiek_28	republiek_996		1				1
3366		1628.0			1680		3674	81.0	28	997.0		republiek_3674	republiek_81.0	republiek_28	republiek_997		1				1
3367		1666.0			1696		3675	81.0	28	998.0		republiek_3675	republiek_81.0	republiek_28	republiek_998		1				1
3368		1733.0			1780		3676	78.0	28	1060.0		republiek_3676	republiek_78.0	republiek_28	republiek_1060		1				1
3369		1723.0					3677	78.0	28	1000.0		republiek_3677	republiek_78.0	republiek_28	republiek_1000		1				1
3370		1621.0			1630		3678	81.0	28	990.0		republiek_3678	republiek_81.0	republiek_28	republiek_990		1				1
3371		1684.0			1725		3679	81.0	28	1005.0		republiek_3679	republiek_81.0	republiek_28	republiek_1005		1				1
3372		1687.0			1725		3680	81.0	28	1006.0		republiek_3680	republiek_81.0	republiek_28	republiek_1006		1				1
3373		1714.0			1732		3681	81.0	28	1007.0		republiek_3681	republiek_81.0	republiek_28	republiek_1007		1				1
3374		1725.0			1763		3682	81.0	28	1009.0		republiek_3682	republiek_81.0	republiek_28	republiek_1009		1				1
3375		1622.0			1637		3683	81.0	28	1010.0		republiek_3683	republiek_81.0	republiek_28	republiek_1010		1				1
3376		1736.0			1758		3684	81.0	28	1011.0		republiek_3684	republiek_81.0	republiek_28	republiek_1011		1				1
3377		1696.0			1726		3685	81.0	28	1013.0		republiek_3685	republiek_81.0	republiek_28	republiek_1013		1				1
3378		1672.0			1707		3686	81.0	28	999.0		republiek_3686	republiek_81.0	republiek_28	republiek_999		1				1
3379		1600.0			1623		3687	78.0	28	983.0		republiek_3687	republiek_78.0	republiek_28	republiek_983		1				1
3380		1656.0			1672		3688	78.0	28	973.0		republiek_3688	republiek_78.0	republiek_28	republiek_973		1				1
3381		1682.0			1708		3689	78.0	28	974.0		republiek_3689	republiek_78.0	republiek_28	republiek_974		1				1
3382		1657.0			1672		3690	78.0	28	975.0		republiek_3690	republiek_78.0	republiek_28	republiek_975		1				1
3383		1675.0			1702		3691	78.0	28	976.0		republiek_3691	republiek_78.0	republiek_28	republiek_976		1				1
3384		1653.0			1672		3692	78.0	28	977.0		republiek_3692	republiek_78.0	republiek_28	republiek_977		1				1
3385		1728.0					3693	78.0	28	978.0		republiek_3693	republiek_78.0	republiek_28	republiek_978		1				1
3386		1698.0			1750		3694	78.0	28	979.0		republiek_3694	republiek_78.0	republiek_28	republiek_979		1				1
3387					1644		3695	81.0	28	992.0		republiek_3695	republiek_81.0	republiek_28	republiek_992		1				1
3388		1591.0			1626		3696	78.0	28	982.0		republiek_3696	republiek_78.0	republiek_28	republiek_982		1				1
3389		1625.0			1646		3697	81.0	28	991.0		republiek_3697	republiek_81.0	republiek_28	republiek_991		1				1
3390		1588.0					3698	78.0	28	984.0		republiek_3698	republiek_78.0	republiek_28	republiek_984		1				1
3391		1644.0			1662		3699	78.0	28	985.0		republiek_3699	republiek_78.0	republiek_28	republiek_985		1				1
3392		1574.0			1593		3700	78.0	28	986.0		republiek_3700	republiek_78.0	republiek_28	republiek_986		0				1
3393		1697.0			1734		3701	78.0	28	987.0		republiek_3701	republiek_78.0	republiek_28	republiek_987		1				1
3394		1717.0			1742		3702	78.0	28	988.0		republiek_3702	republiek_78.0	republiek_28	republiek_988		1				1
3395		1618.0			1625		3703	81.0	28	989.0		republiek_3703	republiek_81.0	republiek_28	republiek_989		1				1
3396		1597.0			1618		3704	79.0	28	1017.0		republiek_3704	republiek_79.0	republiek_28	republiek_1017		1				1
3397		1722.0			1736		3705	78.0	28	981.0		republiek_3705	republiek_78.0	republiek_28	republiek_981		1				1
3398		1721.0			1734		3706	84.0	28	1049.0		republiek_3706	republiek_84.0	republiek_28	republiek_1049		1				1
3399		1633.0			1656		3707	81.0	28	1014.0		republiek_3707	republiek_81.0	republiek_28	republiek_1014		1				1
3400		1718.0			1738		3708	79.0	28	1039.0		republiek_3708	republiek_79.0	republiek_28	republiek_1039		1				1
3401		1689.0			1720		3709	78.0	28	1041.0		republiek_3709	republiek_78.0	republiek_28	republiek_1041		1				1
3402		1676.0			1689		3710	78.0	28	1042.0		republiek_3710	republiek_78.0	republiek_28	republiek_1042		1				1
3403		1652.0			1667		3713	83.0	28	1045.0		republiek_3713	republiek_83.0	republiek_28	republiek_1045		1				1
3404		1707.0			1739		3714	79.0	28	1036.0		republiek_3714	republiek_79.0	republiek_28	republiek_1036		1				1
3405		1656.0			1673		3715	83.0	28	1048.0		republiek_3715	republiek_83.0	republiek_28	republiek_1048		1				1
3406		1687.0			1724		3716	79.0	28	1035.0		republiek_3716	republiek_79.0	republiek_28	republiek_1035		1				1
3407		1575.0			1601		3717	83.0	28	1050.0		republiek_3717	republiek_83.0	republiek_28	republiek_1050		0				1
3408		1652.0			1670		3718	83.0	28	1051.0		republiek_3718	republiek_83.0	republiek_28	republiek_1051		1				1
3409		1672.0			1681		3720	83.0	28	1054.0		republiek_3720	republiek_83.0	republiek_28	republiek_1054		1				1
3410		1588.0			1613		3721	83.0	28	1055.0		republiek_3721	republiek_83.0	republiek_28	republiek_1055		1				1
3411		1654.0			1672		3722	83.0	28	1056.0		republiek_3722	republiek_83.0	republiek_28	republiek_1056		1				1
3412		1659.0			1671		3723	85.0	28	1160.0		republiek_3723	republiek_85.0	republiek_28	republiek_1160		1				1
3413		1679.0			1681		3724	83.0	28	1046.0		republiek_3724	republiek_83.0	republiek_28	republiek_1046		1				1
3414		1654.0			1668		3725	79.0	28	1026.0		republiek_3725	republiek_79.0	republiek_28	republiek_1026		1				1
3415		1748.0			1788		3726	83.0	28	1058.0		republiek_3726	republiek_83.0	republiek_28	republiek_1058		1				1
3416		1587.0			1638		3727	79.0	28	1018.0		republiek_3727	republiek_79.0	republiek_28	republiek_1018		0				1
3417		1612.0			1649		3728	79.0	28	1019.0		republiek_3728	republiek_79.0	republiek_28	republiek_1019		1				1
3418		1625.0			1635		3729	79.0	28	1020.0		republiek_3729	republiek_79.0	republiek_28	republiek_1020		1				1
3419		1636.0			1672		3730	79.0	28	1021.0		republiek_3730	republiek_79.0	republiek_28	republiek_1021		1				1
3420		1631.0			1655		3731	79.0	28	1022.0		republiek_3731	republiek_79.0	republiek_28	republiek_1022		1				1
3421		1631.0			1670		3732	79.0	28	1023.0		republiek_3732	republiek_79.0	republiek_28	republiek_1023		1				1
3422		1663.0			1695		3733	81.0	28	1038.0		republiek_3733	republiek_81.0	republiek_28	republiek_1038		1				1
3423		1629.0			1668		3734	79.0	28	1025.0		republiek_3734	republiek_79.0	republiek_28	republiek_1025		1				1
3424							3735	81.0	28	1016.0		republiek_3735	republiek_81.0	republiek_28	republiek_1016		1				1
3425		1657.0			1682		3736	79.0	28	1027.0		republiek_3736	republiek_79.0	republiek_28	republiek_1027		1				1
3426		1664.0			1680		3737	79.0	28	1028.0		republiek_3737	republiek_79.0	republiek_28	republiek_1028		1				1
3427		1667.0			1686		3738	79.0	28	1029.0		republiek_3738	republiek_79.0	republiek_28	republiek_1029		1				1
3428		1680.0			1700		3739	79.0	28	1030.0		republiek_3739	republiek_79.0	republiek_28	republiek_1030		1				1
3429		1682.0			1711		3740	79.0	28	1031.0		republiek_3740	republiek_79.0	republiek_28	republiek_1031		1				1
3430		1674.0			1700		3741	79.0	28	1032.0		republiek_3741	republiek_79.0	republiek_28	republiek_1032		1				1
3431		1682.0			1717		3742	79.0	28	1033.0		republiek_3742	republiek_79.0	republiek_28	republiek_1033		1				1
3432		1633.0			1657		3743	79.0	28	1024.0		republiek_3743	republiek_79.0	republiek_28	republiek_1024		1				1
3433		1606.0			1618		3744	82.0	28	1262.0		republiek_3744	republiek_82.0	republiek_28	republiek_1262		1				1
3434					1591		3745	82.0	28	1254.0		republiek_3745	republiek_82.0	republiek_28	republiek_1254		1				1
3435					1592		3746	82.0	28	1255.0		republiek_3746	republiek_82.0	republiek_28	republiek_1255		1				1
3436		1590.0			1612		3747	82.0	28	1256.0		republiek_3747	republiek_82.0	republiek_28	republiek_1256		1				1
3437		1586.0			1610		3748	82.0	28	1257.0		republiek_3748	republiek_82.0	republiek_28	republiek_1257		0				1
3438		1591.0			1609		3750	82.0	28	1259.0		republiek_3750	republiek_82.0	republiek_28	republiek_1259		1				1
3439		1625.0			1641		3751	84.0	28	1234.0		republiek_3751	republiek_84.0	republiek_28	republiek_1234		1				1
3440		1583.0			1610		3752	82.0	28	1261.0		republiek_3752	republiek_82.0	republiek_28	republiek_1261		0				1
3441					1580		3753	82.0	28	1251.0		republiek_3753	republiek_82.0	republiek_28	republiek_1251		0				1
3442		1610.0			1624		3754	82.0	28	1263.0		republiek_3754	republiek_82.0	republiek_28	republiek_1263		1				1
3443		1606.0			1618		3755	82.0	28	1264.0		republiek_3755	republiek_82.0	republiek_28	republiek_1264		1				1
3444		1616.0			1618		3756	82.0	28	1265.0		republiek_3756	republiek_82.0	republiek_28	republiek_1265		1				1
3445		1618.0			1636		3757	82.0	28	1266.0		republiek_3757	republiek_82.0	republiek_28	republiek_1266		1				1
3446		1619.0			1630		3758	82.0	28	1267.0		republiek_3758	republiek_82.0	republiek_28	republiek_1267		1				1
3447		1623.0			1675		3759	82.0	28	1268.0		republiek_3759	republiek_82.0	republiek_28	republiek_1268		1				1
3448		1618.0			1644		3760	82.0	28	1269.0		republiek_3760	republiek_82.0	republiek_28	republiek_1269		1				1
3449		1586.0			1610		3761	82.0	28	1260.0		republiek_3761	republiek_82.0	republiek_28	republiek_1260		0				1
3450		1654.0			1666		3762	84.0	28	1244.0		republiek_3762	republiek_84.0	republiek_28	republiek_1244		1				1
3451		1659.0			1674		3763	87.0	28	1158.0		republiek_3763	republiek_87.0	republiek_28	republiek_1158		1				1
3452		1633.0			1653		3764	84.0	28	1236.0		republiek_3764	republiek_84.0	republiek_28	republiek_1236		1				1
3453		1636.0			1654		3765	84.0	28	1237.0		republiek_3765	republiek_84.0	republiek_28	republiek_1237		1				1
3454		1639.0			1649		3766	84.0	28	1238.0		republiek_3766	republiek_84.0	republiek_28	republiek_1238		1				1
3455		1641.0			1654		3767	84.0	28	1239.0		republiek_3767	republiek_84.0	republiek_28	republiek_1239		1				1
3456		1610.0			1661		3768	84.0	28	1240.0		republiek_3768	republiek_84.0	republiek_28	republiek_1240		1				1
3457		1648.0			1655		3769	84.0	28	1241.0		republiek_3769	republiek_84.0	republiek_28	republiek_1241		1				1
3458		1588.0			1620		3770	82.0	28	1253.0		republiek_3770	republiek_82.0	republiek_28	republiek_1253		1				1
3459					1583		3772	82.0	28	1252.0		republiek_3772	republiek_82.0	republiek_28	republiek_1252		0				1
3460		1653.0			1666		3773	84.0	28	1245.0		republiek_3773	republiek_84.0	republiek_28	republiek_1245		1				1
3461		1655.0			1666		3774	84.0	28	1246.0		republiek_3774	republiek_84.0	republiek_28	republiek_1246		1				1
3462		1629.0			1663		3775	84.0	28	1247.0		republiek_3775	republiek_84.0	republiek_28	republiek_1247		1				1
3463		1655.0			1675		3776	84.0	28	1248.0		republiek_3776	republiek_84.0	republiek_28	republiek_1248		1				1
3464		1656.0			1679		3777	84.0	28	1249.0		republiek_3777	republiek_84.0	republiek_28	republiek_1249		1				1
3465					1608		3778	82.0	28	1250.0		republiek_3778	republiek_82.0	republiek_28	republiek_1250		1				1
3466		1628.0			1649		3779	82.0	28	1272.0		republiek_3779	republiek_82.0	republiek_28	republiek_1272		1				1
3467		1650.0			1654		3780	84.0	28	1242.0		republiek_3780	republiek_84.0	republiek_28	republiek_1242		1				1
3468		1623.0			1653		3781	86.0	28	1300.0		republiek_3781	republiek_86.0	republiek_28	republiek_1300		1				1
3469		1644.0			1679		3783	88.0	28	1292.0		republiek_3783	republiek_88.0	republiek_28	republiek_1292		1				1
3470		1647.0			1659		3784	88.0	28	1293.0		republiek_3784	republiek_88.0	republiek_28	republiek_1293		1				1
3471		1650.0			1667		3785	88.0	28	1294.0		republiek_3785	republiek_88.0	republiek_28	republiek_1294		1				1
3472					1632		3786	86.0	28	1295.0		republiek_3786	republiek_86.0	republiek_28	republiek_1295		1				1
3473					1631		3787	86.0	28	1296.0		republiek_3787	republiek_86.0	republiek_28	republiek_1296		1				1
3474					1647		3788	86.0	28	1297.0		republiek_3788	republiek_86.0	republiek_28	republiek_1297		1				1
3475		1614.0			1647		3789	88.0	28	1290.0		republiek_3789	republiek_88.0	republiek_28	republiek_1290		1				1
3476					1636		3790	86.0	28	1299.0		republiek_3790	republiek_86.0	republiek_28	republiek_1299		1				1
3477		1644.0			1662		3791	88.0	28	1289.0		republiek_3791	republiek_88.0	republiek_28	republiek_1289		1				1
3478		1625.0			1644		3792	86.0	28	1301.0		republiek_3792	republiek_86.0	republiek_28	republiek_1301		1				1
3479		1627.0			1664		3794	86.0	28	1303.0		republiek_3794	republiek_86.0	republiek_28	republiek_1303		1				1
3480		1631.0			1672		3795	86.0	28	1304.0		republiek_3795	republiek_86.0	republiek_28	republiek_1304		1				1
3481		1635.0			1670		3796	86.0	28	1305.0		republiek_3796	republiek_86.0	republiek_28	republiek_1305		1				1
3482		1655.0			1672		3797	86.0	28	1306.0		republiek_3797	republiek_86.0	republiek_28	republiek_1306		1				1
3483		1641.0			1662		3798	86.0	28	1307.0		republiek_3798	republiek_86.0	republiek_28	republiek_1307		1				1
3484					1653		3799	86.0	28	1298.0		republiek_3799	republiek_86.0	republiek_28	republiek_1298		1				1
3485		1618.0					3800	88.0	28	1281.0		republiek_3800	republiek_88.0	republiek_28	republiek_1281		1				1
3486		1626.0			1650		3801	84.0	28	1233.0		republiek_3801	republiek_84.0	republiek_28	republiek_1233		1				1
3487		1634.0			1653		3802	82.0	28	1273.0		republiek_3802	republiek_82.0	republiek_28	republiek_1273		1				1
3488		1638.0			1661		3803	82.0	28	1274.0		republiek_3803	republiek_82.0	republiek_28	republiek_1274		1				1
3489		1650.0			1687		3804	82.0	28	1275.0		republiek_3804	republiek_82.0	republiek_28	republiek_1275		1				1
3490		1645.0			1668		3805	82.0	28	1276.0		republiek_3805	republiek_82.0	republiek_28	republiek_1276		1				1
3491		1649.0			1669		3806	82.0	28	1277.0		republiek_3806	republiek_82.0	republiek_28	republiek_1277		1				1
3492		1666.0			1670		3807	82.0	28	1278.0		republiek_3807	republiek_82.0	republiek_28	republiek_1278		1				1
3493		1605.0			1640		3809	88.0	28	1280.0		republiek_3809	republiek_88.0	republiek_28	republiek_1280		1				1
3494		1636.0			1654		3810	82.0	28	1271.0		republiek_3810	republiek_82.0	republiek_28	republiek_1271		1				1
3495		1611.0			1647		3811	88.0	28	1282.0		republiek_3811	republiek_88.0	republiek_28	republiek_1282		1				1
3496		1613.0			1659		3812	88.0	28	1283.0		republiek_3812	republiek_88.0	republiek_28	republiek_1283		1				1
3497		1618.0			1637		3813	88.0	28	1284.0		republiek_3813	republiek_88.0	republiek_28	republiek_1284		1				1
3498		1607.0			1640		3814	88.0	28	1285.0		republiek_3814	republiek_88.0	republiek_28	republiek_1285		1				1
3499		1626.0			1639		3815	88.0	28	1286.0		republiek_3815	republiek_88.0	republiek_28	republiek_1286		1				1
3500		1618.0			1652		3816	88.0	28	1287.0		republiek_3816	republiek_88.0	republiek_28	republiek_1287		1				1
3501		1626.0			1644		3817	88.0	28	1288.0		republiek_3817	republiek_88.0	republiek_28	republiek_1288		1				1
3502		1610.0			1644		3818	88.0	28	1279.0		republiek_3818	republiek_88.0	republiek_28	republiek_1279		1				1
3503		1637.0			1679		3819	85.0	28	1187.0		republiek_3819	republiek_85.0	republiek_28	republiek_1187		1				1
3504					1642		3820	85.0	28	1179.0		republiek_3820	republiek_85.0	republiek_28	republiek_1179		1				1
3505					1662		3821	85.0	28	1180.0		republiek_3821	republiek_85.0	republiek_28	republiek_1180		1				1
3506		1631.0			1641		3822	85.0	28	1181.0		republiek_3822	republiek_85.0	republiek_28	republiek_1181		1				1
3507		1628.0			1647		3823	85.0	28	1182.0		republiek_3823	republiek_85.0	republiek_28	republiek_1182		1				1
3508		1627.0			1647		3824	85.0	28	1183.0		republiek_3824	republiek_85.0	republiek_28	republiek_1183		1				1
3509		1625.0			1650		3825	85.0	28	1184.0		republiek_3825	republiek_85.0	republiek_28	republiek_1184		1				1
3510		1623.0			1659		3826	84.0	28	1235.0		republiek_3826	republiek_84.0	republiek_28	republiek_1235		1				1
3511		1639.0			1672		3827	85.0	28	1186.0		republiek_3827	republiek_85.0	republiek_28	republiek_1186		1				1
3512		1638.0			1672		3829	85.0	28	1188.0		republiek_3829	republiek_85.0	republiek_28	republiek_1188		1				1
3513		1639.0			1672		3830	85.0	28	1189.0		republiek_3830	republiek_85.0	republiek_28	republiek_1189		1				1
3514		1587.0					3832	83.0	28	1191.0		republiek_3832	republiek_83.0	republiek_28	republiek_1191		0				1
3515							3833	83.0	28	1192.0		republiek_3833	republiek_83.0	republiek_28	republiek_1192		1				1
3516		1572.0			1613		3834	83.0	28	1193.0		republiek_3834	republiek_83.0	republiek_28	republiek_1193		0				1
3517		1573.0					3835	83.0	28	1194.0		republiek_3835	republiek_83.0	republiek_28	republiek_1194		0				1
3518		1625.0			1681		3836	85.0	28	1185.0		republiek_3836	republiek_85.0	republiek_28	republiek_1185		1				1
3519		1577.0			1613		3837	85.0	28	1169.0		republiek_3837	republiek_85.0	republiek_28	republiek_1169		0				1
3520		1649.0					3838	78.0	28	970.0		republiek_3838	republiek_78.0	republiek_28	republiek_970		1				1
3521		1652.0			1678		3839	85.0	28	1161.0		republiek_3839	republiek_85.0	republiek_28	republiek_1161		1				1
3522		1658.0			1679		3840	84.0	28	1162.0		republiek_3840	republiek_84.0	republiek_28	republiek_1162		1				1
3523		1661.0					3841	83.0	28	1163.0		republiek_3841	republiek_83.0	republiek_28	republiek_1163		1				1
3524		1572.0					3842	85.0	28	1164.0		republiek_3842	republiek_85.0	republiek_28	republiek_1164		0				1
3525		1572.0					3844	85.0	28	1166.0		republiek_3844	republiek_85.0	republiek_28	republiek_1166		0				1
3526					1638		3845	85.0	28	1178.0		republiek_3845	republiek_85.0	republiek_28	republiek_1178		1				1
3527							3846	85.0	28	1168.0		republiek_3846	republiek_85.0	republiek_28	republiek_1168		1				1
3528							3847	85.0	28	1177.0		republiek_3847	republiek_85.0	republiek_28	republiek_1177		1				1
3529							3848	85.0	28	1170.0		republiek_3848	republiek_85.0	republiek_28	republiek_1170		1				1
3530					1624		3849	85.0	28	1171.0		republiek_3849	republiek_85.0	republiek_28	republiek_1171		1				1
3531							3851	85.0	28	1173.0		republiek_3851	republiek_85.0	republiek_28	republiek_1173		1				1
3532					1635		3852	85.0	28	1174.0		republiek_3852	republiek_85.0	republiek_28	republiek_1174		1				1
3533							3853	85.0	28	1175.0		republiek_3853	republiek_85.0	republiek_28	republiek_1175		1				1
3534					1618		3854	87.0	28	1197.0		republiek_3854	republiek_87.0	republiek_28	republiek_1197		1				1
